actors,budget,compositor,country,date,director,first_week_entries,franchise,genre,producer,remake,studio,title,url
,5 349 256 €,,Irlande,  10/12/2014,,74 378,,Animation,,,"
                Haut et Court","
                            Le Chant de la mer",https://www.jpbox-office.com/fichfilm.php?id=14914&view=2
"
                            William H. Macy",13 000 000 $,,Canada,  09/03/2016,,74 270,,Drame,,,"
                Universal","
                            Room",https://www.jpbox-office.com/fichfilm.php?id=15536&view=2
"
                            Brendan Gleeson",5 349 256 €,,Irlande,  10/12/2014,,74 378,,Animation,,,"
                Haut et Court","
                            Le Chant de la mer",https://www.jpbox-office.com/fichfilm.php?id=14914&view=2
,? $,,Etats-Unis,  30/07/1997,,73 554,,Aventure - Action,,,"
                Metropolitan","
                            Contre-attaque",https://www.jpbox-office.com/fichfilm.php?id=3500&view=2
,35 000 000 $,,Etats-Unis,  26/06/2013,,73 624,,Thriller,,,"
                Studiocanal","
                            Broken City",https://www.jpbox-office.com/fichfilm.php?id=13108&view=2
,? $,,Etats-Unis,  04/03/1998,"
                                    Jim Sheridan",73 547,,Drame,,,"
                UIP","
                            The Boxer",https://www.jpbox-office.com/fichfilm.php?id=3481&view=2
,157 270 ,,France,  31/08/2022,"
                                    Claire Denis",73 581,,Drame,,,"
                Ad vitam","
                            Avec amour et acharnement",https://www.jpbox-office.com/fichfilm.php?id=21936&view=2
"
                            Isabelle Carré,
                            Vincent Lindon",,,France,  20/07/2005,"
                                    Cédric Kahn",73 667,,Drame,,,"
                Pathé","
                            L'Avion",https://www.jpbox-office.com/fichfilm.php?id=871&view=2
"
                            Isabelle Carré,
                            Vincent Lindon",10 141 970 €,,France,  20/07/2005,"
                                    Cédric Kahn",73 667,,Drame,,,"
                Pathé","
                            L'Avion",https://www.jpbox-office.com/fichfilm.php?id=871&view=2
"
                            Judi Dench,
                            Richard Gere,
                            Dev Patel",,Thomas Newman,Grande-Bretagne,  01/04/2015,,73 760,,Comédie dramatique,,,"
                20th Century Fox","
                            Indian Palace - Suite royale",https://www.jpbox-office.com/fichfilm.php?id=15018&view=2
"
                            Judi Dench,
                            Richard Gere,
                            Dev Patel",10 000 000 $,Thomas Newman,Grande-Bretagne,  01/04/2015,,73 760,,Comédie dramatique,,,"
                20th Century Fox","
                            Indian Palace - Suite royale",https://www.jpbox-office.com/fichfilm.php?id=15018&view=2
,10 000 000 $,,Etats-Unis,  22/07/2015,,72 362,,Comédie,,,"
                Mars Distribution","
                            While We're Young",https://www.jpbox-office.com/fichfilm.php?id=14952&view=2
,4 600 000 €,,France,  02/05/2018,,72 330,,Comédie,,,"
                Studiocanal","
                            MILF",https://www.jpbox-office.com/fichfilm.php?id=18027&view=2
"
                            Adam Driver,
                            Ben Stiller,
                            Naomi Watts",10 000 000 $,,Etats-Unis,  22/07/2015,,72 362,,Comédie,,,"
                Mars Distribution","
                            While We're Young",https://www.jpbox-office.com/fichfilm.php?id=14952&view=2
,35 000 000 $,,Etats-Unis,  21/07/2010,,72 392,,Film familial,,,"
                SND","
                            La Forêt contre-attaque",https://www.jpbox-office.com/fichfilm.php?id=11148&view=2
,3 000 000 $,,Australie,  26/10/1994,"
                                    P.J. Hogan",72 455,,Comédie,,,"
                Ciby Distribution","
                            Muriel",https://www.jpbox-office.com/fichfilm.php?id=4303&view=2
,80 000 000 $,,Etats-Unis,  11/09/2013,"
                                    Dennis Dugan",72 381,,Comédie,,,"
                Sony Pictures","
                            Copains pour toujours 2",https://www.jpbox-office.com/fichfilm.php?id=13465&view=2
"
                            Toni Collette",3 000 000 $,,Australie,  26/10/1994,"
                                    P.J. Hogan",72 455,,Comédie,,,"
                Ciby Distribution","
                            Muriel",https://www.jpbox-office.com/fichfilm.php?id=4303&view=2
"
                            Adam Sandler,
                            Kevin James,
                            Chris Rock,
                            Salma Hayek",80 000 000 $,,Etats-Unis,  11/09/2013,"
                                    Dennis Dugan",72 381,,Comédie,Adam Sandler,,"
                Sony Pictures","
                            Copains pour toujours 2",https://www.jpbox-office.com/fichfilm.php?id=13465&view=2
"
                            Brendan Fraser",35 000 000 $,,Etats-Unis,  21/07/2010,,72 392,,Film familial,,,"
                SND","
                            La Forêt contre-attaque",https://www.jpbox-office.com/fichfilm.php?id=11148&view=2
"
                            Virginie Ledoyen",4 600 000 €,,France,  02/05/2018,,72 330,,Comédie,,,"
                Studiocanal","
                            MILF",https://www.jpbox-office.com/fichfilm.php?id=18027&view=2
,20 000 000 $,,Etats-Unis,  27/01/1999,"
                                    Gus Van Sant",71 424,,Horreur,,Remake,"
                UIP","
                            Psycho",https://www.jpbox-office.com/fichfilm.php?id=3179&view=2
"
                            Anne Heche,
                            Vince Vaughn,
                            Julianne Moore,
                            William H. Macy,
                            Viggo Mortensen",20 000 000 $,,Etats-Unis,  27/01/1999,"
                                    Gus Van Sant",71 424,,Horreur,Brian Grazer,Remake,"
                UIP","
                            Psycho",https://www.jpbox-office.com/fichfilm.php?id=3179&view=2
,38 000 000 $,,Etats-Unis,  10/01/2007,"
                                    Marc Foster",70 911,,Comédie,,,"
                Gaumont Sony","
                            L'Incroyable destin de Harold Crick",https://www.jpbox-office.com/fichfilm.php?id=499&view=2
"
                            Will Ferrell,
                            Maggie Gyllenhaal,
                            Dustin Hoffman,
                            Emma Thompson,
                            - Queen Latifah",38 000 000 $,,Etats-Unis,  10/01/2007,"
                                    Marc Foster",70 911,,Comédie,,,"
                Gaumont Sony","
                            L'Incroyable destin de Harold Crick",https://www.jpbox-office.com/fichfilm.php?id=499&view=2
,3 800 000 €,,Italie,  19/05/2010,,70 876,,Drame,,,"
                MK2 Diffusion","
                            Copie conforme",https://www.jpbox-office.com/fichfilm.php?id=11350&view=2
,? $,,Grande-Bretagne,  27/07/2005,"
                                    Edgar Wright",70 800,,Comédie,,,"
                Mars Distribution","
                            Shaun of the Dead",https://www.jpbox-office.com/fichfilm.php?id=1226&view=2
,17 000 000 $,,Etats-Unis,  24/03/1999,"
                                    Sam Raimi",70 916,,Thriller,,,"
                UFD","
                            Un plan simple",https://www.jpbox-office.com/fichfilm.php?id=3175&view=2
,22 400 584 €,,France,  24/08/2011,,71 045,,Drame,,,"
                ARP Selection","
                            This Must Be the Place",https://www.jpbox-office.com/fichfilm.php?id=12210&view=2
"
                            Sean Penn,
                            Frances McDormand",22 400 584 €,,France,  24/08/2011,,71 045,,Drame,,,"
                ARP Selection","
                            This Must Be the Place",https://www.jpbox-office.com/fichfilm.php?id=12210&view=2
"
                            Margot Robbie",,,Etats-Unis,  21/02/2018,,71 074,,Comédie,,,"
                Mars Distribution","
                            Moi, Tonya",https://www.jpbox-office.com/fichfilm.php?id=17750&view=2
"
                            Margot Robbie",11 000 000 $,,Etats-Unis,  21/02/2018,,71 074,,Comédie,,,"
                Mars Distribution","
                            Moi, Tonya",https://www.jpbox-office.com/fichfilm.php?id=17750&view=2
"
                            Bill Paxton,
                            Billy Bob Thornton,
                            Bridget Fonda",17 000 000 $,Danny Elfman,Etats-Unis,  24/03/1999,"
                                    Sam Raimi",70 916,,Thriller,,,"
                UFD","
                            Un plan simple",https://www.jpbox-office.com/fichfilm.php?id=3175&view=2
,40 000 000 $,,Etats-Unis,  18/06/2014,"
                                    Clint Eastwood",71 092,,Musical,,,"
                Warner Bros.","
                            Jersey Boys",https://www.jpbox-office.com/fichfilm.php?id=13965&view=2
"
                            Juliette Binoche",3 800 000 €,,Italie,  19/05/2010,,70 876,,Drame,,,"
                MK2 Diffusion","
                            Copie conforme",https://www.jpbox-office.com/fichfilm.php?id=11350&view=2
"
                            Christopher Walken",40 000 000 $,,Etats-Unis,  18/06/2014,"
                                    Clint Eastwood",71 092,,Musical,,,"
                Warner Bros.","
                            Jersey Boys",https://www.jpbox-office.com/fichfilm.php?id=13965&view=2
,? $,,Grande-Bretagne,  09/02/2005,"
                                    Mike Leigh",70 071,,Drame,,,"
                Mars Distribution","
                            Vera Drake",https://www.jpbox-office.com/fichfilm.php?id=1202&view=2
,? $,,Grande-Bretagne,  09/02/2005,"
                                    Mike Leigh",70 071,,Drame,,,"
                Mars Distribution","
                            Vera Drake",https://www.jpbox-office.com/fichfilm.php?id=1202&view=2
,40 000 000 $,,Etats-Unis,  01/09/2021,"
                                    James Wan",69 056,,Horreur,,,"
                Warner Bros.","
                            Malignant",https://www.jpbox-office.com/fichfilm.php?id=21051&view=2
,40 000 000 $,,Etats-Unis,  01/09/2021,"
                                    James Wan",69 056,,Horreur,,,"
                Warner Bros.","
                            Malignant",https://www.jpbox-office.com/fichfilm.php?id=21051&view=2
,15 000 000 $,,Etats-Unis,  11/02/2004,"
                                    Robert Altman",69 059,,Drame,,,"
                Metropolitan","
                            Company",https://www.jpbox-office.com/fichfilm.php?id=1203&view=2
,40 000 000 $,,Etats-Unis,  17/02/1999,,69 250,,Comédie,,,"
                Metropolitan","
                            Pleasantville",https://www.jpbox-office.com/fichfilm.php?id=3182&view=2
"
                            Jeff Daniels,
                            Tobey Maguire,
                            William H. Macy,
                            Paul Walker,
                            Reese Witherspoon",40 000 000 $,,Etats-Unis,  17/02/1999,,69 250,,Comédie,,,"
                Metropolitan","
                            Pleasantville",https://www.jpbox-office.com/fichfilm.php?id=3182&view=2
"
                            James Franco",15 000 000 $,,Etats-Unis,  11/02/2004,"
                                    Robert Altman",69 059,,Drame,,,"
                Metropolitan","
                            Company",https://www.jpbox-office.com/fichfilm.php?id=1203&view=2
,10 000 000 $,,Etats-Unis,  08/08/2012,,69 082,,Comédie,,,"
                SND","
                            Jusqu'à ce que la fin du monde nous sépare",https://www.jpbox-office.com/fichfilm.php?id=12727&view=2
,35 000 000 $,,Etats-Unis,  13/04/2016,"
                                    Louis Leterrier",69 272,,Comédie,,,"
                Sony Pictures","
                            Grimsby - Agent trop spécial",https://www.jpbox-office.com/fichfilm.php?id=15617&view=2
"
                            Steve Carell,
                            Keira Knightley",10 000 000 $,,Etats-Unis,  08/08/2012,,69 082,,Comédie,,,"
                SND","
                            Jusqu'à ce que la fin du monde nous sépare",https://www.jpbox-office.com/fichfilm.php?id=12727&view=2
,28 000 000 $,,Etats-Unis,  29/11/2017,,69 242,,Comédie,,,"
                Metropolitan","
                            Bad Moms 2",https://www.jpbox-office.com/fichfilm.php?id=17340&view=2
"
                            Sacha Baron Cohen,
                            Penelope Cruz,
                            Rebel Wilson",35 000 000 $,,Etats-Unis,  13/04/2016,"
                                    Louis Leterrier",69 272,,Comédie,,,"
                Sony Pictures","
                            Grimsby - Agent trop spécial",https://www.jpbox-office.com/fichfilm.php?id=15617&view=2
,? €,,Espagne,  02/02/2005,,69 322,,Drame,,,"
                UGC Distribution","
                            Mar Adentro",https://www.jpbox-office.com/fichfilm.php?id=1183&view=2
"
                            Mila Kunis,
                            Susan Sarandon",28 000 000 $,,Etats-Unis,  29/11/2017,,69 242,,Comédie,,,"
                Metropolitan","
                            Bad Moms 2",https://www.jpbox-office.com/fichfilm.php?id=17340&view=2
"
                            Antonio Banderas,
                            Sandrine Bonnaire",,,Etats-Unis,  30/04/2002,"
                                    Brian De Palma",69 330,,Thriller,,,"
                ARP Selection","
                            Femme Fatale",https://www.jpbox-office.com/fichfilm.php?id=1827&view=2
"
                            Antonio Banderas,
                            Sandrine Bonnaire",35 000 000 $,,Etats-Unis,  30/04/2002,"
                                    Brian De Palma",69 330,,Thriller,,,"
                ARP Selection","
                            Femme Fatale",https://www.jpbox-office.com/fichfilm.php?id=1827&view=2
,20 000 000 $,,Etats-Unis,  13/01/2010,,67 488,,Thriller,,,"
                Sony Pictures","
                            Blindés",https://www.jpbox-office.com/fichfilm.php?id=10896&view=2
,70 000 000 $,,Etats-Unis,  06/05/1998,"
                                    Paul W.S. Anderson",67 488,,Science Fiction,,,"
                UIP","
                            Event Horizon, le vaisseau de l'au-delà",https://www.jpbox-office.com/fichfilm.php?id=3475&view=2
"
                            Niels Arestrup,
                            Patrick Bruel",,,France,  02/06/2021,,67 576,,Thriller,,,"
                Bac Films","
                            Villa Caprice",https://www.jpbox-office.com/fichfilm.php?id=21150&view=2
"
                            Matt Dillon,
                            Laurence Fishburne,
                            Jean Reno",20 000 000 $,,Etats-Unis,  13/01/2010,,67 488,,Thriller,Sam Raimi,,"
                Sony Pictures","
                            Blindés",https://www.jpbox-office.com/fichfilm.php?id=10896&view=2
"
                            Niels Arestrup,
                            Patrick Bruel",? €,,France,  02/06/2021,,67 576,,Thriller,,,"
                Bac Films","
                            Villa Caprice",https://www.jpbox-office.com/fichfilm.php?id=21150&view=2
,5 327 287 €,,France,  30/03/2005,,67 555,,Drame,,,"
                Films du Losange","
                            Va, vis et deviens",https://www.jpbox-office.com/fichfilm.php?id=788&view=2
"
                            Laurence Fishburne,
                            Sam Neill",70 000 000 $,,Etats-Unis,  06/05/1998,"
                                    Paul W.S. Anderson",67 488,,Science Fiction,,,"
                UIP","
                            Event Horizon, le vaisseau de l'au-delà",https://www.jpbox-office.com/fichfilm.php?id=3475&view=2
,32 000 000 $,,Etats-Unis,  24/11/2010,,66 734,,Aventure - Action,,,"
                Sony Pictures","
                            Takers",https://www.jpbox-office.com/fichfilm.php?id=10994&view=2
"
                            Roschdy Zem",5 327 287 €,,France,  30/03/2005,,67 555,,Drame,,,"
                Films du Losange","
                            Va, vis et deviens",https://www.jpbox-office.com/fichfilm.php?id=788&view=2
"
                            Matt Dillon,
                            Idris Elba,
                            Paul Walker",32 000 000 $,,Etats-Unis,  24/11/2010,,66 734,,Aventure - Action,,,"
                Sony Pictures","
                            Takers",https://www.jpbox-office.com/fichfilm.php?id=10994&view=2
,12 960 000 €,,France,  01/11/2017,"
                                    Roman Polanski",67 631,,Thriller,,,"
                Mars Distribution","
                            D'après une Histoire Vraie",https://www.jpbox-office.com/fichfilm.php?id=17380&view=2
"
                            Ryan Phillippe,
                            Salma Hayek,
                            Morgan Freeman,
                            Mike Myers",,,Etats-Unis,  14/07/1999,,66 790,,Comédie,,,"
                Bac Films","
                            Studio 54",https://www.jpbox-office.com/fichfilm.php?id=3178&view=2
"
                            Ryan Phillippe,
                            Salma Hayek,
                            Morgan Freeman,
                            Mike Myers",13 000 000 $,,Etats-Unis,  14/07/1999,,66 790,,Comédie,,,"
                Bac Films","
                            Studio 54",https://www.jpbox-office.com/fichfilm.php?id=3178&view=2
,13 000 000 $,,Etats-Unis,  13/09/2006,"
                                    Sidney Lumet",66 767,,Thriller,,,"
                Metropolitan","
                            Jugez-moi coupable",https://www.jpbox-office.com/fichfilm.php?id=529&view=2
,50 000 000 $,,Etats-Unis,  30/03/2016,"
                                    Michael Bay",66 792,,Guerre,,,"
                Paramount","
                            13 Hours",https://www.jpbox-office.com/fichfilm.php?id=15620&view=2
"
                            Vin Diesel",13 000 000 $,,Etats-Unis,  13/09/2006,"
                                    Sidney Lumet",66 767,,Thriller,,,"
                Metropolitan","
                            Jugez-moi coupable",https://www.jpbox-office.com/fichfilm.php?id=529&view=2
,50 000 000 $,,Etats-Unis,  30/03/2016,"
                                    Michael Bay",66 792,,Guerre,,,"
                Paramount","
                            13 Hours",https://www.jpbox-office.com/fichfilm.php?id=15620&view=2
"
                            Ellen Page,
                            Drew Barrymore,
                            Kristen Wiig",,,Etats-Unis,  06/01/2010,,65 552,,Comédie,,,"
                Metropolitan","
                            Bliss",https://www.jpbox-office.com/fichfilm.php?id=11004&view=2
"
                            Ellen Page,
                            Drew Barrymore,
                            Kristen Wiig",15 000 000 $,,Etats-Unis,  06/01/2010,,65 552,,Comédie,,,"
                Metropolitan","
                            Bliss",https://www.jpbox-office.com/fichfilm.php?id=11004&view=2
"
                            Matt Damon,
                            Mickey Rourke,
                            Jon Voight,
                            Danny DeVito,
                            Danny Glover",,,Etats-Unis,  22/04/1998,"
                                    Francis F. Coppola",65 574,,Drame,,,"
                UIP","
                            L'Idéaliste",https://www.jpbox-office.com/fichfilm.php?id=3511&view=2
"
                            Matt Damon,
                            Mickey Rourke,
                            Jon Voight,
                            Danny DeVito,
                            Danny Glover",40 000 000 $,,Etats-Unis,  22/04/1998,"
                                    Francis F. Coppola",65 574,,Drame,,,"
                UIP","
                            L'Idéaliste",https://www.jpbox-office.com/fichfilm.php?id=3511&view=2
,? $,,Etats-Unis,  05/06/1996,,65 567,,Comédie,,,"
                AFMD","
                            Two Much",https://www.jpbox-office.com/fichfilm.php?id=3797&view=2
"
                            Rachel Weisz",,Howard Shore,Etats-Unis,  26/04/2017,,65 739,,Drame,,,"
                SND","
                            Le Procès du siècle",https://www.jpbox-office.com/fichfilm.php?id=16230&view=2
"
                            Antonio Banderas",? $,,Etats-Unis,  05/06/1996,,65 567,,Comédie,,,"
                AFMD","
                            Two Much",https://www.jpbox-office.com/fichfilm.php?id=3797&view=2
,140 196 ,,France,  21/12/2022,"
                                    Gérard Jugnot",65 637,,Comédie dramatique,,,"
                Gaumont","
                            Le Petit Piaf",https://www.jpbox-office.com/fichfilm.php?id=22437&view=2
"
                            Gérard Jugnot",140 196 ,,France,  21/12/2022,"
                                    Gérard Jugnot",65 637,,Comédie dramatique,,,"
                Gaumont","
                            Le Petit Piaf",https://www.jpbox-office.com/fichfilm.php?id=22437&view=2
"
                            Rachel Weisz",10 000 000 $,Howard Shore,Etats-Unis,  26/04/2017,,65 739,,Drame,,,"
                SND","
                            Le Procès du siècle",https://www.jpbox-office.com/fichfilm.php?id=16230&view=2
,7 300 000 €,,France,  11/02/2009,"
                                      Costa-Gavras",66 019,,Drame,,,"
                Pathé","
                            Eden à l'ouest",https://www.jpbox-office.com/fichfilm.php?id=10658&view=2
"
                            Chloë Grace Moretz",,,Etats-Unis,  06/10/2010,"
                                    Matt Reeves",64 832,,Horreur,,,"
                Metropolitan","
                            Laisse-moi entrer",https://www.jpbox-office.com/fichfilm.php?id=11481&view=2
"
                            Chloë Grace Moretz",20 000 000 $,,Etats-Unis,  06/10/2010,"
                                    Matt Reeves",64 832,,Horreur,,,"
                Metropolitan","
                            Laisse-moi entrer",https://www.jpbox-office.com/fichfilm.php?id=11481&view=2
,? $,,Japon,  21/09/2005,,63 990,,Thriller,,Remake,"
                Metropolitan","
                            La Mort en ligne",https://www.jpbox-office.com/fichfilm.php?id=894&view=2
,30 000 000 $,,Etats-Unis,  03/04/2013,,64 955,,Thriller,,,"
                Metropolitan","
                            Dead Man Down",https://www.jpbox-office.com/fichfilm.php?id=13154&view=2
"
                            Gerard Butler,
                            Jamie Foxx,
                            Viola Davis",,Brian Tyler,Etats-Unis,  22/12/2010,"
                                    F. Gary Gray",64 020,,Thriller,,,"
                Wild Bunch","
                            Que justice soit faite",https://www.jpbox-office.com/fichfilm.php?id=10927&view=2
"
                            Gerard Butler,
                            Jamie Foxx,
                            Viola Davis",40 000 000 $,Brian Tyler,Etats-Unis,  22/12/2010,"
                                    F. Gary Gray",64 020,,Thriller,,,"
                Wild Bunch","
                            Que justice soit faite",https://www.jpbox-office.com/fichfilm.php?id=10927&view=2
,11 000 000 $,,Etats-Unis,  10/03/2010,,64 037,,Drame,,Remake,"
                Studiocanal","
                            Chloe",https://www.jpbox-office.com/fichfilm.php?id=11128&view=2
"
                            Richard Gere,
                            Susan Sarandon",,,Etats-Unis,  12/12/2012,,63 214,,Drame,,,"
                Metropolitan","
                            Arbitrage",https://www.jpbox-office.com/fichfilm.php?id=13000&view=2
"
                            Richard Gere,
                            Susan Sarandon",? $,,Etats-Unis,  12/12/2012,,63 214,,Drame,,,"
                Metropolitan","
                            Arbitrage",https://www.jpbox-office.com/fichfilm.php?id=13000&view=2
,200 631 ,,France,  21/12/2022,,64 039,,Drame,,,"
                SND","
                            Le Tourbillon de la vie",https://www.jpbox-office.com/fichfilm.php?id=22490&view=2
"
                            Julianne Moore,
                            Liam Neeson",11 000 000 $,,Etats-Unis,  10/03/2010,,64 037,,Drame,,Remake,"
                Studiocanal","
                            Chloe",https://www.jpbox-office.com/fichfilm.php?id=11128&view=2
"
                            Isabelle Carré,
                            Denis Podalydès",200 631 ,,France,  21/12/2022,,64 039,,Drame,,,"
                SND","
                            Le Tourbillon de la vie",https://www.jpbox-office.com/fichfilm.php?id=22490&view=2
,12 800 000 $,,Grande-Bretagne,  19/01/2000,,63 310,,Thriller,,,"
                Capitol Films","
                            Trader",https://www.jpbox-office.com/fichfilm.php?id=2547&view=2
,3 941 931 €,,France,  30/09/2015,,63 253,,Comédie dramatique,,,"
                Le Pacte","
                            Je suis à vous tout de suite",https://www.jpbox-office.com/fichfilm.php?id=15388&view=2
,4 360 000 €,,France,  24/11/2021,,62 150,,Drame,,,"
                Wild Bunch","
                            L'Evènement",https://www.jpbox-office.com/fichfilm.php?id=21401&view=2
,? $,,Etats-Unis,  07/04/1999,"
                                    Robert Altman",63 249,,Comédie,,,"
                Bac Films","
                            Cookie's Fortune",https://www.jpbox-office.com/fichfilm.php?id=2817&view=2
"
                            Glenn Close,
                            Julianne Moore,
                            Liv Tyler,
                            Chris O'Donnell",? $,,Etats-Unis,  07/04/1999,"
                                    Robert Altman",63 249,,Comédie,,,"
                Bac Films","
                            Cookie's Fortune",https://www.jpbox-office.com/fichfilm.php?id=2817&view=2
"
                            Sandrine Bonnaire,
                            Pio Marmaï",4 360 000 €,,France,  24/11/2021,,62 150,,Drame,,,"
                Wild Bunch","
                            L'Evènement",https://www.jpbox-office.com/fichfilm.php?id=21401&view=2
"
                            Eva Mendes,
                            Michel Piccoli",,,France,  04/07/2012,,61 441,,Drame,,,"
                Films du Losange","
                            Holy Motors",https://www.jpbox-office.com/fichfilm.php?id=12880&view=2
,16 500 000 $,,Etats-Unis,  03/06/2009,,61 459,,Comédie,,,"
                TFM Distribution","
                            The Women",https://www.jpbox-office.com/fichfilm.php?id=10167&view=2
"
                            Eva Mendes,
                            Michel Piccoli",4 520 584 €,,France,  04/07/2012,,61 441,,Drame,,,"
                Films du Losange","
                            Holy Motors",https://www.jpbox-office.com/fichfilm.php?id=12880&view=2
"
                            Annette Bening,
                            Eva Mendes,
                            Meg Ryan",16 500 000 $,,Etats-Unis,  03/06/2009,,61 459,,Comédie,,,"
                TFM Distribution","
                            The Women",https://www.jpbox-office.com/fichfilm.php?id=10167&view=2
"
                            Valérie Bonneton",,,France,  15/02/2023,"
                                    Laurent Tirard",61 457,,Comédie,,,"
                Le Pacte","
                            Juste ciel !",https://www.jpbox-office.com/fichfilm.php?id=22598&view=2
"
                            Valérie Bonneton",? €,,France,  15/02/2023,"
                                    Laurent Tirard",61 457,,Comédie,,,"
                Le Pacte","
                            Juste ciel !",https://www.jpbox-office.com/fichfilm.php?id=22598&view=2
,8 000 000 $,,Etats-Unis,  18/06/2003,,61 533,,Drame,,,"
                Mars Distribution","
                            The Good Girl",https://www.jpbox-office.com/fichfilm.php?id=1929&view=2
"
                            Jennifer Aniston,
                            Jake Gyllenhaal,
                            John C. Reilly",8 000 000 $,,Etats-Unis,  18/06/2003,,61 533,,Drame,,,"
                Mars Distribution","
                            The Good Girl",https://www.jpbox-office.com/fichfilm.php?id=1929&view=2
,11 100 000 €,,France,  04/04/2018,,61 495,,Comédie dramatique,,,"
                Gaumont","
                            La Mort de Staline",https://www.jpbox-office.com/fichfilm.php?id=17667&view=2
"
                            Steve Buscemi",11 100 000 €,,France,  04/04/2018,,61 495,,Comédie dramatique,,,"
                Gaumont","
                            La Mort de Staline",https://www.jpbox-office.com/fichfilm.php?id=17667&view=2
,? $,,Grande-Bretagne,  13/06/2018,"
                                    Mike Newell",61 610,,Romance,,,"
                Studiocanal","
                            Le Cercle littéraire de Guernesey",https://www.jpbox-office.com/fichfilm.php?id=18087&view=2
,? $,,Grande-Bretagne,  13/06/2018,"
                                    Mike Newell",61 610,,Romance,,,"
                Studiocanal","
                            Le Cercle littéraire de Guernesey",https://www.jpbox-office.com/fichfilm.php?id=18087&view=2
,35 000 000 $,,Grande-Bretagne,  22/07/2009,,61 648,,Drame,,,"
                Metropolitan","
                            Victoria : les jeunes années d'une reine",https://www.jpbox-office.com/fichfilm.php?id=10918&view=2
"
                            Emily Blunt",35 000 000 $,,Grande-Bretagne,  22/07/2009,,61 648,,Drame,,,"
                Metropolitan","
                            Victoria : les jeunes années d'une reine",https://www.jpbox-office.com/fichfilm.php?id=10918&view=2
"
                            Ramzy Bedia,
                            Monica Bellucci,
                            Carole Bouquet,
                            Jean-Paul Rouve,
                            Karin Viard,
                            Denis Podalydès",,,France,  18/08/2021,,60 910,,Comédie,,,"
                Gaumont","
                            Les Fantasmes",https://www.jpbox-office.com/fichfilm.php?id=21125&view=2
"
                            Cameron Diaz,
                            Alec Baldwin",,,Etats-Unis,  09/09/2009,"
                                    Nick Cassavetes",60 907,,Drame,,,"
                Metropolitan","
                            Ma vie pour la tienne",https://www.jpbox-office.com/fichfilm.php?id=10751&view=2
"
                            Cameron Diaz,
                            Alec Baldwin",30 000 000 $,,Etats-Unis,  09/09/2009,"
                                    Nick Cassavetes",60 907,,Drame,,,"
                Metropolitan","
                            Ma vie pour la tienne",https://www.jpbox-office.com/fichfilm.php?id=10751&view=2
"
                            Ramzy Bedia,
                            Monica Bellucci,
                            Carole Bouquet,
                            Jean-Paul Rouve,
                            Karin Viard,
                            Denis Podalydès",? €,,France,  18/08/2021,,60 910,,Comédie,,,"
                Gaumont","
                            Les Fantasmes",https://www.jpbox-office.com/fichfilm.php?id=21125&view=2
,2 107 925 $,,Chili,  19/02/2014,,60 074,,Drame,,Remake,"
                Ad vitam","
                            Gloria",https://www.jpbox-office.com/fichfilm.php?id=14131&view=2
,2 107 925 $,Howard Shore,Chili,  19/02/2014,,60 074,,Drame,,Remake,"
                Ad vitam","
                            Gloria",https://www.jpbox-office.com/fichfilm.php?id=14131&view=2
"
                            Vincent Macaigne",,,France,  26/04/2023,,60 109,,Comédie dramatique,,,"
                Ad vitam","
                            Quand tu seras grand",https://www.jpbox-office.com/fichfilm.php?id=22893&view=2
,? $,,Grande-Bretagne,  28/06/2017,,60 193,,Thriller,,,"
                La Belle Company","
                            The Last Girl – Celle qui a tous les dons",https://www.jpbox-office.com/fichfilm.php?id=16618&view=2
"
                            Vincent Macaigne",4 200 000 €,,France,  26/04/2023,,60 109,,Comédie dramatique,,,"
                Ad vitam","
                            Quand tu seras grand",https://www.jpbox-office.com/fichfilm.php?id=22893&view=2
,4 620 000 €,,France,  18/04/2012,,60 208,,Drame,,,"
                Diaphana","
                            L'Enfant d'en haut",https://www.jpbox-office.com/fichfilm.php?id=12782&view=2
"
                            Léa Seydoux",4 620 000 €,,France,  18/04/2012,,60 208,,Drame,,,"
                Diaphana","
                            L'Enfant d'en haut",https://www.jpbox-office.com/fichfilm.php?id=12782&view=2
"
                            Glenn Close",? $,,Grande-Bretagne,  28/06/2017,,60 193,,Thriller,,,"
                La Belle Company","
                            The Last Girl – Celle qui a tous les dons",https://www.jpbox-office.com/fichfilm.php?id=16618&view=2
,? $,,Etats-Unis,  11/11/2009,,59 311,,Drame,,,"
                Bac Films","
                            Pippa Lee",https://www.jpbox-office.com/fichfilm.php?id=10942&view=2
"
                            Keanu Reeves,
                            Robin Wright,
                            Monica Bellucci,
                            Julianne Moore,
                            Winona Ryder",? $,,Etats-Unis,  11/11/2009,,59 311,,Drame,Brad Pitt,,"
                Bac Films","
                            Pippa Lee",https://www.jpbox-office.com/fichfilm.php?id=10942&view=2
,30 000 000 $,,Etats-Unis,  06/07/2011,,59 174,,Aventure - Action,,,"
                Sony Pictures","
                            Hanna",https://www.jpbox-office.com/fichfilm.php?id=11910&view=2
"
                            Eric Bana,
                            Cate Blanchett",30 000 000 $,,Etats-Unis,  06/07/2011,,59 174,,Aventure - Action,,,"
                Sony Pictures","
                            Hanna",https://www.jpbox-office.com/fichfilm.php?id=11910&view=2
