actors,budget,compositor,country,date,director,first_week_entries,franchise,genre,producer,remake,studio,title,url
"
                            Bérénice Bejo",185 000 000 $,,Etats-Unis,  01/08/2012,,955 285,,Animation,John Lasseter,,"
                Walt Disney Pictures","
                            Rebelle",https://www.jpbox-office.com/fichfilm.php?id=12286&view=2
,35 000 000 $,,Etats-Unis,  13/09/1989,"
                                    Tim Burton",898 739,Franchise,Comicbook,,,"
                Warner Bros.","
                            Batman",https://www.jpbox-office.com/fichfilm.php?id=5504&view=2
"
                            Jack Nicholson,
                            Kim Basinger,
                            Michael Keaton",35 000 000 $,Danny Elfman,Etats-Unis,  13/09/1989,"
                                    Tim Burton",898 739,Franchise,Comicbook,,,"
                Warner Bros.","
                            Batman",https://www.jpbox-office.com/fichfilm.php?id=5504&view=2
"
                            Jesse Eisenberg,
                            Woody Harrelson,
                            Michael Caine,
                            Morgan Freeman,
                            Mélanie Laurent,
                            Mark Ruffalo,
                            José Garcia",,Brian Tyler,Etats-Unis,  31/07/2013,"
                                    Louis Leterrier",961 911,,Thriller,,,"
                SND","
                            Insaisissables",https://www.jpbox-office.com/fichfilm.php?id=13016&view=2
,10 020 000 €,,France,  14/03/2018,,897 452,,Comédie,,,"
                Gaumont","
                            Tout le monde debout",https://www.jpbox-office.com/fichfilm.php?id=17808&view=2
"
                            Jesse Eisenberg,
                            Woody Harrelson,
                            Michael Caine,
                            Morgan Freeman,
                            Mélanie Laurent,
                            Mark Ruffalo,
                            José Garcia",75 000 000 $,Brian Tyler,Etats-Unis,  31/07/2013,"
                                    Louis Leterrier",961 911,,Thriller,,,"
                SND","
                            Insaisissables",https://www.jpbox-office.com/fichfilm.php?id=13016&view=2
"
                            Franck Dubosc,
                            Alexandra Lamy,
                            Claude Brasseur,
                            François-Xavier Demaison,
                            Elsa Zylberstein",10 020 000 €,,France,  14/03/2018,,897 452,,Comédie,,,"
                Gaumont","
                            Tout le monde debout",https://www.jpbox-office.com/fichfilm.php?id=17808&view=2
,63 000 000 $,,Etats-Unis,  14/02/2001,"
                                    Nancy Meyers",959 614,,Comédie,,,"
                Bac Films","
                            Ce que veulent les femmes",https://www.jpbox-office.com/fichfilm.php?id=2407&view=2
"
                            Mel Gibson,
                            Helen Hunt",63 000 000 $,Alan Silvestri,Etats-Unis,  14/02/2001,"
                                    Nancy Meyers",959 614,,Comédie,,,"
                Bac Films","
                            Ce que veulent les femmes",https://www.jpbox-office.com/fichfilm.php?id=2407&view=2
"
                            Kevin James,
                            Eva Mendes,
                            Will Smith",,,Etats-Unis,  16/03/2005,"
                                    Andy Tennant",861 055,,Romance,Will Smith,,"
                Gaumont Sony","
                            Hitch expert en séduction",https://www.jpbox-office.com/fichfilm.php?id=716&view=2
"
                            Kevin James,
                            Eva Mendes,
                            Will Smith",70 000 000 $,,Etats-Unis,  16/03/2005,"
                                    Andy Tennant",861 055,,Romance,Will Smith,,"
                Gaumont Sony","
                            Hitch expert en séduction",https://www.jpbox-office.com/fichfilm.php?id=716&view=2
,150 000 000 $,,Etats-Unis,  04/12/2013,,862 291,Franchise,Animation,,,"
                Walt Disney Pictures","
                            La Reine des neiges",https://www.jpbox-office.com/fichfilm.php?id=13140&view=2
"
                            Eddie Murphy",,Jerry Goldsmith,Etats-Unis,  25/11/1998,,863 262,,Animation,,,"
                GBVI","
                            Mulan",https://www.jpbox-office.com/fichfilm.php?id=3041&view=2
"
                            Eddie Murphy",90 000 000 $,Jerry Goldsmith,Etats-Unis,  25/11/1998,,863 262,,Animation,,,"
                GBVI","
                            Mulan",https://www.jpbox-office.com/fichfilm.php?id=3041&view=2
,150 000 000 $,,Etats-Unis,  04/12/2013,,862 291,Franchise,Animation,John Lasseter,,"
                Walt Disney Pictures","
                            La Reine des neiges",https://www.jpbox-office.com/fichfilm.php?id=13140&view=2
"
                            Robin Williams",,,Etats-Unis,  24/11/1993,"
                                    Ron Clements",819 474,,Animation,,,"
                GBVI","
                            Aladdin",https://www.jpbox-office.com/fichfilm.php?id=4791&view=2
,80 000 000 $,,Etats-Unis,  25/07/2018,,823 158,Franchise,Animation,,,"
                Sony Pictures","
                            Hôtel Transylvanie 3 : Des vacances monstrueuses",https://www.jpbox-office.com/fichfilm.php?id=17541&view=2
"
                            Robin Williams",28 000 000 $,,Etats-Unis,  24/11/1993,"
                                    Ron Clements",819 474,,Animation,,,"
                GBVI","
                            Aladdin",https://www.jpbox-office.com/fichfilm.php?id=4791&view=2
,85 000 000 $,,Etats-Unis,  27/03/2024,,825 898,Franchise,Animation,,,"
                Universal","
                            Kung Fu Panda 4",https://www.jpbox-office.com/fichfilm.php?id=23446&view=2
,90 000 000 $,,Etats-Unis,  29/08/2001,"
                                    Brett Ratner",825 350,Franchise,Comédie,,,"
                Metropolitan","
                            Rush Hour 2",https://www.jpbox-office.com/fichfilm.php?id=2103&view=2
"
                            Pierre Arditi,
                            Jack Black,
                            Bryan Cranston,
                            Dustin Hoffman,
                            Manu Payet,
                            Seth Rogen",85 000 000 $,Hans Zimmer,Etats-Unis,  27/03/2024,,825 898,Franchise,Animation,,,"
                Universal","
                            Kung Fu Panda 4",https://www.jpbox-office.com/fichfilm.php?id=23446&view=2
,145 000 000 $,,Etats-Unis,  14/12/2011,"
                                    Brad Bird",827 046,Franchise,Aventure - Action,,,"
                Paramount","
                            Mission: Impossible - Protocole fantôme",https://www.jpbox-office.com/fichfilm.php?id=11276&view=2
"
                            Cate Blanchett,
                            Brad Pitt,
                            Elle Fanning",,Alexandre Desplat,Etats-Unis,  04/02/2009,"
                                    David Fincher",826 315,,Comédie dramatique,Frank Marshall,,"
                Warner Bros.","
                            L'Etrange histoire de Benjamin Button",https://www.jpbox-office.com/fichfilm.php?id=24&view=2
,70 000 000 $,,Etats-Unis,  09/02/2000,"
                                    Tim Burton",816 121,,Fantasy,,,"
                Pathé","
                            Sleepy Hollow",https://www.jpbox-office.com/fichfilm.php?id=2719&view=2
"
                            Cate Blanchett,
                            Brad Pitt,
                            Elle Fanning",150 000 000 $,Alexandre Desplat,Etats-Unis,  04/02/2009,"
                                    David Fincher",826 315,,Comédie dramatique,Frank Marshall,,"
                Warner Bros.","
                            L'Etrange histoire de Benjamin Button",https://www.jpbox-office.com/fichfilm.php?id=24&view=2
"
                            Johnny Depp,
                            Christina Ricci,
                            Christopher Walken",70 000 000 $,Danny Elfman,Etats-Unis,  09/02/2000,"
                                    Tim Burton",816 121,,Fantasy,,,"
                Pathé","
                            Sleepy Hollow",https://www.jpbox-office.com/fichfilm.php?id=2719&view=2
,50 000 000 $,,Etats-Unis,  02/05/2012,,829 241,Franchise,Comédie,,,"
                Universal","
                            American Pie 4",https://www.jpbox-office.com/fichfilm.php?id=12157&view=2
"
                            Nicolas Cage,
                            Diane Kruger,
                            Ed Harris,
                            Harvey Keitel,
                            Helen Mirren,
                            Jon Voight",,,Etats-Unis,  13/02/2008,"
                                    Jon Turteltaub",826 848,Franchise,Aventure - Action,Jerry Brukheimer,,"
                Walt Disney Pictures","
                            Benjamin Gates et le Livre des Secrets",https://www.jpbox-office.com/fichfilm.php?id=214&view=2
"
                            Jackie Chan,
                            Chris Tucker,
                            Don Cheadle",90 000 000 $,,Etats-Unis,  29/08/2001,"
                                    Brett Ratner",825 350,Franchise,Comédie,,,"
                Metropolitan","
                            Rush Hour 2",https://www.jpbox-office.com/fichfilm.php?id=2103&view=2
"
                            Sean William Scott",50 000 000 $,,Etats-Unis,  02/05/2012,,829 241,Franchise,Comédie,,,"
                Universal","
                            American Pie 4",https://www.jpbox-office.com/fichfilm.php?id=12157&view=2
"
                            Nicolas Cage,
                            Diane Kruger,
                            Ed Harris,
                            Harvey Keitel,
                            Helen Mirren,
                            Jon Voight",125 000 000 $,,Etats-Unis,  13/02/2008,"
                                    Jon Turteltaub",826 848,Franchise,Aventure - Action,Jerry Brukheimer,,"
                Walt Disney Pictures","
                            Benjamin Gates et le Livre des Secrets",https://www.jpbox-office.com/fichfilm.php?id=214&view=2
